Situación profesional;Población;Tipo de dato;Ramas de actividad;Niveles y Tasas;Periodo;Total
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2025T3;23.005,6
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2025T2;22.417,7
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2025T1;22.153
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2024T4;22.273,4
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2024T3;22.398,5
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2024T2;21.769,9
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2024T1;21.563,8
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2023T4;21.760,9
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2023T3;21.949,3
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2023T2;21.361,6
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2023T1;20.956,2
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2022T4;20.975,6
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2022T3;21.183,9
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2022T2;20.717,3
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2022T1;20.434
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2021T4;20.430,6
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2021T3;20.464,3
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2021T2;19.819,4
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2021T1;19.575,7
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2020T4;19.698,2
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2020T3;19.624,1
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2020T2;18.922,5
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2020T1;20.023,2
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2019T4;20.596,6
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2019T3;20.734,4
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2019T2;20.529,7
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2019T1;20.007,7
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2018T4;20.123,9
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2018T3;20.279,8
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2018T2;19.954,6
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2018T1;19.395,3
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2017T4;19.643,5
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2017T3;19.881,6
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2017T2;19.533,4
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2017T1;18.990,7
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2016T4;19.124,2
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2016T3;19.339,3
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2016T2;19.025
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2016T1;18.562,3
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2015T4;18.756,5
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2015T3;18.933,3
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2015T2;18.645
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2015T1;18.124,4
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2014T4;18.253,7
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2014T3;18.363,4
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2014T2;18.111,1
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2014T1;17.642,2
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2013T4;17.867,6
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2013T3;18.093,1
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2013T2;17.952
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2013T1;17.714,9
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2012T4;18.043,4
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2012T3;18.387,4
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2012T2;18.448,5
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2012T1;18.358,7
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2011T4;18.891,6
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2011T3;19.208,4
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2011T2;19.303,5
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2011T1;19.117,3
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2010T4;19.538
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2010T3;19.738,5
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2010T2;19.638,9
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2010T1;19.507,8
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2009T4;19.728,9
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2009T3;19.992,5
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2009T2;20.019,2
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2009T1;20.130,6
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2008T4;20.864,7
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2008T3;21.413,2
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2008T2;21.474,5
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2008T1;21.496,4
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2007T4;21.428,6
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2007T3;21.495,7
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2007T2;21.239,7
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2007T1;21.022,8
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2006T4;20.841,9
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2006T3;20.826,5
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2006T2;20.546,2
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2006T1;20.293,8
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2005T4;20.072,2
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2005T3;20.060,7
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2005T2;19.714,4
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2005T1;19.385,9
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2004T4;19.210,1
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2004T3;19.157,6
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2004T2;18.941,5
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2004T1;18.688,8
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2003T4;18.503,3
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2003T3;18.480,2
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2003T2;18.297,7
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2003T1;17.974,8
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2002T4;17.874,4
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2002T3;17.885,3
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2002T2;17.729,1
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2002T1;17.440,4
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2001T4;17.419,9
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2001T3;17.412,5
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2001T2;17.266,9
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2001T1;17.044,7
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2000T4;16.939,1
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2000T3;16.886,8
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2000T2;16.708,5
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;2000T1;16.378,8
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;1999T4;16.134,7
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;1999T3;16.080,2
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;1999T2;15.874,4
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;1999T1;15.573,1
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;1998T4;15.453,9
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;1998T3;15.384,4
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;1998T2;15.156
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;1998T1;14.896,5
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;1997T4;14.805,7
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;1997T3;14.694,9
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;1997T2;14.533,3
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;1997T1;14.302,1
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;1996T4;14.253,2
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;1996T3;14.181,1
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;1996T2;13.990,6
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;1996T1;13.808,7
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;1995T4;13.888,3
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;1995T3;13.926,1
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;1995T2;13.906,4
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Dato base;1995T1;13.711,6
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2025T3;2,6225
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2025T2;1,1949
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2025T1;-0,5406
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2024T4;-0,5585
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2024T3;2,8875
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2024T2;0,9558
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2024T1;-0,9058
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2023T4;-0,8583
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2023T3;2,7512
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2023T2;1,9345
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2023T1;-0,0925
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2022T4;-0,9833
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2022T3;2,2522
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2022T2;1,3864
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2022T1;0,0166
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2021T4;-0,1647
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2021T3;3,2539
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2021T2;1,2449
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2021T1;-0,6219
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2020T4;0,3776
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2020T3;3,7078
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2020T2;-5,4971
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2020T1;-2,784
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2019T4;-0,6646
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2019T3;0,9971
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2019T2;2,609
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2019T1;-0,5774
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2018T4;-0,7687
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2018T3;1,6297
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2018T2;2,8837
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2018T1;-1,2635
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2017T4;-1,1976
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2017T3;1,7826
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2017T2;2,8577
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2017T1;-0,6981
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2016T4;-1,1122
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2016T3;1,652
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2016T2;2,4927
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2016T1;-1,0354
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2015T4;-0,9338
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2015T3;1,5463
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2015T2;2,8724
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2015T1;-0,7083
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2014T4;-0,5974
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2014T3;1,3931
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2014T2;2,6578
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2014T1;-1,2615
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2013T4;-1,2463
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2013T3;0,786
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2013T2;1,3384
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2013T1;-1,8206
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2012T4;-1,8708
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2012T3;-0,3312
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2012T2;0,4891
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2012T1;-2,8208
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2011T4;-1,6493
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2011T3;-0,4927
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2011T2;0,974
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2011T1;-2,1532
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2010T4;-1,0158
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2010T3;0,5072
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2010T2;0,672
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2010T1;-1,1207
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2009T4;-1,3185
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2009T3;-0,1334
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2009T2;-0,5534
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2009T1;-3,5184
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2008T4;-2,5615
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2008T3;-0,2855
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2008T2;-0,1019
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2008T1;0,3164
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2007T4;-0,3122
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2007T3;1,2053
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2007T2;1,0317
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2007T1;0,868
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2006T4;0,0739
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2006T3;1,3642
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2006T2;1,2437
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2006T1;1,104
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2005T4;0,0573
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2005T3;1,7566
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2005T2;1,6945
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2005T1;0,9151
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2004T4;0,274
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2004T3;1,1409
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2004T2;1,3521
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2004T1;1,0025
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2003T4;0,125
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2003T3;0,9974
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2003T2;1,7964
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2003T1;0,5617
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2002T4;-0,0609
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2002T3;0,881
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2002T2;1,6554
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2002T1;0,1177
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2001T4;0,0425
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2001T3;0,8432
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2001T2;1,3036
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2001T1;0,6234
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2000T4;0,3097
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2000T3;1,0671
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2000T2;2,013
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;2000T1;1,5129
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;1999T4;0,3389
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;1999T3;1,2964
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;1999T2;1,9347
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;1999T1;0,7713
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;1998T4;0,4518
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;1998T3;1,507
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;1998T2;1,742
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;1998T1;0,6133
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;1997T4;0,754
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;1997T3;1,1119
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;1997T2;1,6165
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;1997T1;0,3431
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;1996T4;0,5084
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;1996T3;1,3616
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;1996T2;1,3173
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;1996T1;-0,5731
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;1995T4;-0,2714
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;1995T3;0,1417
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;1995T2;1,4207
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación trimestral;1995T1;""
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2025T3;2,7104
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2025T2;2,9757
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2025T1;2,7324
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2024T4;2,3551
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2024T3;2,0465
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2024T2;1,9114
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2024T1;2,8994
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2023T4;3,7439
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2023T3;3,6131
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2023T2;3,11
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2023T1;2,5555
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2022T4;2,6676
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2022T3;3,5164
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2022T2;4,5304
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2022T1;4,3845
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2021T4;3,7181
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2021T3;4,2815
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2021T2;4,7399
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2021T1;-2,2349
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2020T4;-4,3619
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2020T3;-5,3549
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2020T2;-7,8287
