Situación profesional;Población;Tipo de dato;Ramas de actividad;Niveles y Tasas;Periodo;Total
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Dato base;1996T4;241,5
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Dato base;1996T3;241
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Dato base;1996T2;232,7
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Dato base;1996T1;223,2
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Dato base;1995T4;230,1
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Dato base;1995T3;226,3
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Dato base;1995T2;220,1
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Dato base;1995T1;210,3
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2025T3;7,7421
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2025T2;-7,1429
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2025T1;-1,8028
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2024T4;0,0303
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2024T3;14,4468
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2024T2;-9,0249
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2024T1;3,4438
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2023T4;1,9977
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2023T3;10,7077
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2023T2;-3,6577
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2023T1;0,0178
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2022T4;-3,5623
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2022T3;13,7763
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2022T2;-4,7866
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2022T1;-0,3697
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2021T4;1,9793
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2021T3;17,4192
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2021T2;-4,0968
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2021T1;1,0944
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2020T4;-0,5973
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2020T3;7,8445
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2020T2;-5,5205
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2020T1;-1,3085
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2019T4;1,9462
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2019T3;2,6257
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2019T2;2,8387
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2019T1;-5,7839
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2018T4;1,6803
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2018T3;5,1127
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2018T2;0,655
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2018T1;-5,982
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2017T4;1,3372
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2017T3;6,529
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2017T2;5,3527
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2017T1;-2,7251
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2016T4;1,8587
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2016T3;3,5146
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2016T2;1,802
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2016T1;-3,1369
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2015T4;0,4064
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2015T3;5,0707
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2015T2;2,742
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2015T1;-3,3651
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2014T4;1,8898
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2014T3;3,2906
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2014T2;1,414
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2014T1;-4,3031
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2013T4;0,7911
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2013T3;1,5794
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2013T2;-0,0277
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2013T1;-3,5533
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2012T4;0,0535
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2012T3;-2,7807
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2012T2;0,733
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2012T1;-3,8268
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2011T4;-0,1508
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2011T3;-0,1005
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2011T2;1,1687
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2011T1;0,0254
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2010T4;-2,3331
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2010T3;3,8938
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2010T2;-1,2226
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2010T1;0
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2009T4;-0,7834
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2009T3;-1,3463
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2009T2;-2,123
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2009T1;1,2352
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2008T4;-3,2505
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2008T3;4,1314
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2008T2;4,1472
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2008T1;-0,3873
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2007T4;-1,2997
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2007T3;0,7963
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2007T2;1,0119
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2007T1;0,6792
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2006T4;-3,6496
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2006T3;2,9541
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2006T2;0,4948
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2006T1;5,4366
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2005T4;-2,0178
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2005T3;0,3239
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2005T2;5,017
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2005T1;2,9172
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2004T4;-3,6808
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2004T3;2,7722
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2004T2;-0,8872
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2004T1;2,9767
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2003T4;-1,8229
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2003T3;4,1277
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2003T2;-2,8396
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2003T1;2,6442
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2002T4;-3,0868
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2002T3;0,6448
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2002T2;1,1263
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2002T1;3,4018
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2001T4;-1,6576
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2001T3;1,1585
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2001T2;1,6424
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2001T1;-0,432
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2000T4;-1,0986
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2000T3;3,7025
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2000T2;4,2904
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;2000T1;-0,8508
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;1999T4;-1,3875
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;1999T3;3,5762
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;1999T2;4,2872
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;1999T1;1,1636
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;1998T4;-1,9703
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;1998T3;4,5159
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;1998T2;6,013
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;1998T1;1,3587
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;1997T4;-2,1277
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;1997T3;4,403
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;1997T2;3,7022
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;1997T1;0,6625
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;1996T4;0,2075
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;1996T3;3,5668
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;1996T2;4,2563
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;1996T1;-2,9987
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;1995T4;1,6792
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;1995T3;2,8169
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;1995T2;4,66
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación trimestral;1995T1;""
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2025T3;-1,7275
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2025T2;4,3878
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2025T1;2,272
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2024T4;7,7362
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2024T3;9,8552
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2024T2;6,2661
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2024T1;12,5355
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2023T4;8,8084
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2023T3;2,8772
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2023T2;5,7288
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2023T1;4,4898
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2022T4;4,085
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2022T3;10,066
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2022T2;13,5901
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2022T1;14,4131
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2021T4;16,0944
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2021T3;13,1613
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2021T2;3,9337
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2021T1;2,3908
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2020T4;-0,0429
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2020T3;2,5148
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2020T2;-2,4461
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2020T1;6,1851
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2019T4;1,3699
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2019T3;1,1055
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2019T2;3,5557
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2019T1;1,3567
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2018T4;1,1436
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2018T3;0,8023
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2018T2;2,1605
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2018T1;6,9285
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2017T4;10,6326
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2017T3;11,202
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2017T2;8,0554
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2017T1;4,4137
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2016T4;3,9717
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2016T3;2,4892
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2016T2;4,0299
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2016T1;4,9904
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2015T4;4,743
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2015T3;6,2905
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2015T2;4,4897
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2015T1;3,1391
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2014T4;2,138
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2014T3;1,0366
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2014T2;-0,6373
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2014T1;-2,0499
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2013T4;-1,2824
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2013T3;-2,0048
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2013T2;-6,211
Asalariados;Puestos de trabajo equivalentes a tiempo completo;Datos no ajustados de estacionalidad y calendario;J Información y comunicaciones;Variación anual;2013T1;-5,4974
