Edad simple;Provincias;Sexo;Periodo;Total
8 años;36 Pontevedra;Mujeres;1 de octubre de 2025;3.680
8 años;36 Pontevedra;Mujeres;1 de julio de 2025;3.683
8 años;36 Pontevedra;Mujeres;1 de abril de 2025;3.687
8 años;26 Rioja, La;Total;1 de octubre de 2025;2.977
8 años;26 Rioja, La;Total;1 de julio de 2025;2.987
8 años;26 Rioja, La;Total;1 de abril de 2025;2.998
8 años;26 Rioja, La;Hombres;1 de octubre de 2025;1.572
8 años;26 Rioja, La;Hombres;1 de julio de 2025;1.571
8 años;26 Rioja, La;Hombres;1 de abril de 2025;1.572
8 años;26 Rioja, La;Mujeres;1 de octubre de 2025;1.405
8 años;26 Rioja, La;Mujeres;1 de julio de 2025;1.416
8 años;26 Rioja, La;Mujeres;1 de abril de 2025;1.426
8 años;37 Salamanca;Total;1 de octubre de 2025;2.311
8 años;37 Salamanca;Total;1 de julio de 2025;2.353
8 años;37 Salamanca;Total;1 de abril de 2025;2.384
8 años;37 Salamanca;Hombres;1 de octubre de 2025;1.179
8 años;37 Salamanca;Hombres;1 de julio de 2025;1.205
8 años;37 Salamanca;Hombres;1 de abril de 2025;1.219
8 años;37 Salamanca;Mujeres;1 de octubre de 2025;1.132
8 años;37 Salamanca;Mujeres;1 de julio de 2025;1.148
8 años;37 Salamanca;Mujeres;1 de abril de 2025;1.165
8 años;38 Santa Cruz de Tenerife;Total;1 de octubre de 2025;8.823
8 años;38 Santa Cruz de Tenerife;Total;1 de julio de 2025;8.846
8 años;38 Santa Cruz de Tenerife;Total;1 de abril de 2025;8.869
8 años;38 Santa Cruz de Tenerife;Hombres;1 de octubre de 2025;4.542
8 años;38 Santa Cruz de Tenerife;Hombres;1 de julio de 2025;4.521
8 años;38 Santa Cruz de Tenerife;Hombres;1 de abril de 2025;4.514
8 años;38 Santa Cruz de Tenerife;Mujeres;1 de octubre de 2025;4.281
8 años;38 Santa Cruz de Tenerife;Mujeres;1 de julio de 2025;4.325
8 años;38 Santa Cruz de Tenerife;Mujeres;1 de abril de 2025;4.355
8 años;40 Segovia;Total;1 de octubre de 2025;1.304
8 años;40 Segovia;Total;1 de julio de 2025;1.318
8 años;40 Segovia;Total;1 de abril de 2025;1.339
8 años;40 Segovia;Hombres;1 de octubre de 2025;680
8 años;40 Segovia;Hombres;1 de julio de 2025;685
8 años;40 Segovia;Hombres;1 de abril de 2025;696
8 años;40 Segovia;Mujeres;1 de octubre de 2025;624
8 años;40 Segovia;Mujeres;1 de julio de 2025;633
8 años;40 Segovia;Mujeres;1 de abril de 2025;643
8 años;41 Sevilla;Total;1 de octubre de 2025;19.011
8 años;41 Sevilla;Total;1 de julio de 2025;19.257
8 años;41 Sevilla;Total;1 de abril de 2025;19.500
8 años;41 Sevilla;Hombres;1 de octubre de 2025;9.832
8 años;41 Sevilla;Hombres;1 de julio de 2025;9.944
8 años;41 Sevilla;Hombres;1 de abril de 2025;10.058
8 años;41 Sevilla;Mujeres;1 de octubre de 2025;9.179
8 años;41 Sevilla;Mujeres;1 de julio de 2025;9.313
8 años;41 Sevilla;Mujeres;1 de abril de 2025;9.442
8 años;42 Soria;Total;1 de octubre de 2025;734
8 años;42 Soria;Total;1 de julio de 2025;733
8 años;42 Soria;Total;1 de abril de 2025;728
8 años;42 Soria;Hombres;1 de octubre de 2025;373
8 años;42 Soria;Hombres;1 de julio de 2025;374
8 años;42 Soria;Hombres;1 de abril de 2025;375
8 años;42 Soria;Mujeres;1 de octubre de 2025;361
8 años;42 Soria;Mujeres;1 de julio de 2025;359
8 años;42 Soria;Mujeres;1 de abril de 2025;353
8 años;43 Tarragona;Total;1 de octubre de 2025;8.571
8 años;43 Tarragona;Total;1 de julio de 2025;8.587
8 años;43 Tarragona;Total;1 de abril de 2025;8.593
8 años;43 Tarragona;Hombres;1 de octubre de 2025;4.386
8 años;43 Tarragona;Hombres;1 de julio de 2025;4.393
8 años;43 Tarragona;Hombres;1 de abril de 2025;4.397
8 años;43 Tarragona;Mujeres;1 de octubre de 2025;4.185
8 años;43 Tarragona;Mujeres;1 de julio de 2025;4.194
8 años;43 Tarragona;Mujeres;1 de abril de 2025;4.196
8 años;44 Teruel;Total;1 de octubre de 2025;1.124
8 años;44 Teruel;Total;1 de julio de 2025;1.142
8 años;44 Teruel;Total;1 de abril de 2025;1.158
8 años;44 Teruel;Hombres;1 de octubre de 2025;571
8 años;44 Teruel;Hombres;1 de julio de 2025;586
8 años;44 Teruel;Hombres;1 de abril de 2025;602
8 años;44 Teruel;Mujeres;1 de octubre de 2025;553
8 años;44 Teruel;Mujeres;1 de julio de 2025;556
8 años;44 Teruel;Mujeres;1 de abril de 2025;556
8 años;45 Toledo;Total;1 de octubre de 2025;7.965
8 años;45 Toledo;Total;1 de julio de 2025;8.014
8 años;45 Toledo;Total;1 de abril de 2025;8.094
8 años;45 Toledo;Hombres;1 de octubre de 2025;4.097
8 años;45 Toledo;Hombres;1 de julio de 2025;4.122
8 años;45 Toledo;Hombres;1 de abril de 2025;4.160
8 años;45 Toledo;Mujeres;1 de octubre de 2025;3.868
8 años;45 Toledo;Mujeres;1 de julio de 2025;3.892
8 años;45 Toledo;Mujeres;1 de abril de 2025;3.934
8 años;46 Valencia/València;Total;1 de octubre de 2025;24.876
8 años;46 Valencia/València;Total;1 de julio de 2025;25.134
8 años;46 Valencia/València;Total;1 de abril de 2025;25.443
8 años;46 Valencia/València;Hombres;1 de octubre de 2025;12.813
8 años;46 Valencia/València;Hombres;1 de julio de 2025;12.921
8 años;46 Valencia/València;Hombres;1 de abril de 2025;13.041
8 años;46 Valencia/València;Mujeres;1 de octubre de 2025;12.063
8 años;46 Valencia/València;Mujeres;1 de julio de 2025;12.213
8 años;46 Valencia/València;Mujeres;1 de abril de 2025;12.402
8 años;47 Valladolid;Total;1 de octubre de 2025;4.231
8 años;47 Valladolid;Total;1 de julio de 2025;4.315
8 años;47 Valladolid;Total;1 de abril de 2025;4.413
8 años;47 Valladolid;Hombres;1 de octubre de 2025;2.186
8 años;47 Valladolid;Hombres;1 de julio de 2025;2.235
8 años;47 Valladolid;Hombres;1 de abril de 2025;2.286
8 años;47 Valladolid;Mujeres;1 de octubre de 2025;2.045
8 años;47 Valladolid;Mujeres;1 de julio de 2025;2.080
8 años;47 Valladolid;Mujeres;1 de abril de 2025;2.127
8 años;49 Zamora;Total;1 de octubre de 2025;1.014
8 años;49 Zamora;Total;1 de julio de 2025;1.014
8 años;49 Zamora;Total;1 de abril de 2025;1.017
8 años;49 Zamora;Hombres;1 de octubre de 2025;535
8 años;49 Zamora;Hombres;1 de julio de 2025;531
8 años;49 Zamora;Hombres;1 de abril de 2025;527
8 años;49 Zamora;Mujeres;1 de octubre de 2025;479
8 años;49 Zamora;Mujeres;1 de julio de 2025;483
8 años;49 Zamora;Mujeres;1 de abril de 2025;490
8 años;50 Zaragoza;Total;1 de octubre de 2025;8.911
8 años;50 Zaragoza;Total;1 de julio de 2025;9.007
8 años;50 Zaragoza;Total;1 de abril de 2025;8.960
8 años;50 Zaragoza;Hombres;1 de octubre de 2025;4.594
8 años;50 Zaragoza;Hombres;1 de julio de 2025;4.626
8 años;50 Zaragoza;Hombres;1 de abril de 2025;4.566
8 años;50 Zaragoza;Mujeres;1 de octubre de 2025;4.317
8 años;50 Zaragoza;Mujeres;1 de julio de 2025;4.381
8 años;50 Zaragoza;Mujeres;1 de abril de 2025;4.394
8 años;51 Ceuta;Total;1 de octubre de 2025;988
8 años;51 Ceuta;Total;1 de julio de 2025;990
8 años;51 Ceuta;Total;1 de abril de 2025;985
8 años;51 Ceuta;Hombres;1 de octubre de 2025;530
8 años;51 Ceuta;Hombres;1 de julio de 2025;527
8 años;51 Ceuta;Hombres;1 de abril de 2025;519
8 años;51 Ceuta;Mujeres;1 de octubre de 2025;458
8 años;51 Ceuta;Mujeres;1 de julio de 2025;463
8 años;51 Ceuta;Mujeres;1 de abril de 2025;466
8 años;52 Melilla;Total;1 de octubre de 2025;1.187
8 años;52 Melilla;Total;1 de julio de 2025;1.212
8 años;52 Melilla;Total;1 de abril de 2025;1.230
8 años;52 Melilla;Hombres;1 de octubre de 2025;602
8 años;52 Melilla;Hombres;1 de julio de 2025;619
8 años;52 Melilla;Hombres;1 de abril de 2025;631
8 años;52 Melilla;Mujeres;1 de octubre de 2025;585
8 años;52 Melilla;Mujeres;1 de julio de 2025;593
8 años;52 Melilla;Mujeres;1 de abril de 2025;599
9 años;Total Nacional;Total;1 de octubre de 2025;462.518
9 años;Total Nacional;Total;1 de julio de 2025;463.931
9 años;Total Nacional;Total;1 de abril de 2025;465.457
9 años;Total Nacional;Hombres;1 de octubre de 2025;237.845
9 años;Total Nacional;Hombres;1 de julio de 2025;238.571
9 años;Total Nacional;Hombres;1 de abril de 2025;239.277
9 años;Total Nacional;Mujeres;1 de octubre de 2025;224.673
9 años;Total Nacional;Mujeres;1 de julio de 2025;225.360
9 años;Total Nacional;Mujeres;1 de abril de 2025;226.180
9 años;02 Albacete;Total;1 de octubre de 2025;3.656
9 años;02 Albacete;Total;1 de julio de 2025;3.692
9 años;02 Albacete;Total;1 de abril de 2025;3.725
9 años;02 Albacete;Hombres;1 de octubre de 2025;1.908
9 años;02 Albacete;Hombres;1 de julio de 2025;1.925
9 años;02 Albacete;Hombres;1 de abril de 2025;1.936
9 años;02 Albacete;Mujeres;1 de octubre de 2025;1.748
9 años;02 Albacete;Mujeres;1 de julio de 2025;1.767
9 años;02 Albacete;Mujeres;1 de abril de 2025;1.789
9 años;03 Alicante/Alacant;Total;1 de octubre de 2025;19.823
9 años;03 Alicante/Alacant;Total;1 de julio de 2025;19.836
9 años;03 Alicante/Alacant;Total;1 de abril de 2025;19.904
9 años;03 Alicante/Alacant;Hombres;1 de octubre de 2025;10.321
9 años;03 Alicante/Alacant;Hombres;1 de julio de 2025;10.315
9 años;03 Alicante/Alacant;Hombres;1 de abril de 2025;10.312
9 años;03 Alicante/Alacant;Mujeres;1 de octubre de 2025;9.502
9 años;03 Alicante/Alacant;Mujeres;1 de julio de 2025;9.521
9 años;03 Alicante/Alacant;Mujeres;1 de abril de 2025;9.592
9 años;04 Almería;Total;1 de octubre de 2025;8.746
9 años;04 Almería;Total;1 de julio de 2025;8.760
9 años;04 Almería;Total;1 de abril de 2025;8.759
9 años;04 Almería;Hombres;1 de octubre de 2025;4.524
9 años;04 Almería;Hombres;1 de julio de 2025;4.543
9 años;04 Almería;Hombres;1 de abril de 2025;4.549
9 años;04 Almería;Mujeres;1 de octubre de 2025;4.222
9 años;04 Almería;Mujeres;1 de julio de 2025;4.217
9 años;04 Almería;Mujeres;1 de abril de 2025;4.210
9 años;01 Araba/Álava;Total;1 de octubre de 2025;3.362
9 años;01 Araba/Álava;Total;1 de julio de 2025;3.391
9 años;01 Araba/Álava;Total;1 de abril de 2025;3.425
9 años;01 Araba/Álava;Hombres;1 de octubre de 2025;1.711
9 años;01 Araba/Álava;Hombres;1 de julio de 2025;1.731
9 años;01 Araba/Álava;Hombres;1 de abril de 2025;1.756
9 años;01 Araba/Álava;Mujeres;1 de octubre de 2025;1.651
9 años;01 Araba/Álava;Mujeres;1 de julio de 2025;1.660
9 años;01 Araba/Álava;Mujeres;1 de abril de 2025;1.669
9 años;33 Asturias;Total;1 de octubre de 2025;7.392
9 años;33 Asturias;Total;1 de julio de 2025;7.355
9 años;33 Asturias;Total;1 de abril de 2025;7.351
9 años;33 Asturias;Hombres;1 de octubre de 2025;3.760
9 años;33 Asturias;Hombres;1 de julio de 2025;3.771
9 años;33 Asturias;Hombres;1 de abril de 2025;3.788
9 años;33 Asturias;Mujeres;1 de octubre de 2025;3.632
9 años;33 Asturias;Mujeres;1 de julio de 2025;3.584
9 años;33 Asturias;Mujeres;1 de abril de 2025;3.563
9 años;05 Ávila;Total;1 de octubre de 2025;1.361
9 años;05 Ávila;Total;1 de julio de 2025;1.357
9 años;05 Ávila;Total;1 de abril de 2025;1.344
9 años;05 Ávila;Hombres;1 de octubre de 2025;700
9 años;05 Ávila;Hombres;1 de julio de 2025;694
9 años;05 Ávila;Hombres;1 de abril de 2025;684
9 años;05 Ávila;Mujeres;1 de octubre de 2025;661
9 años;05 Ávila;Mujeres;1 de julio de 2025;663
9 años;05 Ávila;Mujeres;1 de abril de 2025;660
9 años;06 Badajoz;Total;1 de octubre de 2025;6.181
9 años;06 Badajoz;Total;1 de julio de 2025;6.138
9 años;06 Badajoz;Total;1 de abril de 2025;6.095
9 años;06 Badajoz;Hombres;1 de octubre de 2025;3.195
9 años;06 Badajoz;Hombres;1 de julio de 2025;3.172
9 años;06 Badajoz;Hombres;1 de abril de 2025;3.150
9 años;06 Badajoz;Mujeres;1 de octubre de 2025;2.986
9 años;06 Badajoz;Mujeres;1 de julio de 2025;2.966
9 años;06 Badajoz;Mujeres;1 de abril de 2025;2.945
9 años;07 Balears, Illes;Total;1 de octubre de 2025;11.864
9 años;07 Balears, Illes;Total;1 de julio de 2025;11.901
9 años;07 Balears, Illes;Total;1 de abril de 2025;11.908
9 años;07 Balears, Illes;Hombres;1 de octubre de 2025;6.146
9 años;07 Balears, Illes;Hombres;1 de julio de 2025;6.154
9 años;07 Balears, Illes;Hombres;1 de abril de 2025;6.140
9 años;07 Balears, Illes;Mujeres;1 de octubre de 2025;5.718
9 años;07 Balears, Illes;Mujeres;1 de julio de 2025;5.747
9 años;07 Balears, Illes;Mujeres;1 de abril de 2025;5.768
9 años;08 Barcelona;Total;1 de octubre de 2025;56.358
9 años;08 Barcelona;Total;1 de julio de 2025;56.514
9 años;08 Barcelona;Total;1 de abril de 2025;56.758
9 años;08 Barcelona;Hombres;1 de octubre de 2025;29.047
9 años;08 Barcelona;Hombres;1 de julio de 2025;29.112
9 años;08 Barcelona;Hombres;1 de abril de 2025;29.237
9 años;08 Barcelona;Mujeres;1 de octubre de 2025;27.311
9 años;08 Barcelona;Mujeres;1 de julio de 2025;27.402
9 años;08 Barcelona;Mujeres;1 de abril de 2025;27.521
9 años;48 Bizkaia;Total;1 de octubre de 2025;9.965
9 años;48 Bizkaia;Total;1 de julio de 2025;9.996
9 años;48 Bizkaia;Total;1 de abril de 2025;10.024
9 años;48 Bizkaia;Hombres;1 de octubre de 2025;5.140
9 años;48 Bizkaia;Hombres;1 de julio de 2025;5.181
9 años;48 Bizkaia;Hombres;1 de abril de 2025;5.232
9 años;48 Bizkaia;Mujeres;1 de octubre de 2025;4.825
9 años;48 Bizkaia;Mujeres;1 de julio de 2025;4.815
9 años;48 Bizkaia;Mujeres;1 de abril de 2025;4.792
9 años;09 Burgos;Total;1 de octubre de 2025;3.098
9 años;09 Burgos;Total;1 de julio de 2025;3.120
9 años;09 Burgos;Total;1 de abril de 2025;3.153
9 años;09 Burgos;Hombres;1 de octubre de 2025;1.621
9 años;09 Burgos;Hombres;1 de julio de 2025;1.614
9 años;09 Burgos;Hombres;1 de abril de 2025;1.608
9 años;09 Burgos;Mujeres;1 de octubre de 2025;1.477
9 años;09 Burgos;Mujeres;1 de julio de 2025;1.506
9 años;09 Burgos;Mujeres;1 de abril de 2025;1.545
9 años;10 Cáceres;Total;1 de octubre de 2025;3.160
9 años;10 Cáceres;Total;1 de julio de 2025;3.153
9 años;10 Cáceres;Total;1 de abril de 2025;3.162
9 años;10 Cáceres;Hombres;1 de octubre de 2025;1.620
9 años;10 Cáceres;Hombres;1 de julio de 2025;1.624
9 años;10 Cáceres;Hombres;1 de abril de 2025;1.634
9 años;10 Cáceres;Mujeres;1 de octubre de 2025;1.540
9 años;10 Cáceres;Mujeres;1 de julio de 2025;1.529
9 años;10 Cáceres;Mujeres;1 de abril de 2025;1.528
9 años;11 Cádiz;Total;1 de octubre de 2025;12.509
9 años;11 Cádiz;Total;1 de julio de 2025;12.499
9 años;11 Cádiz;Total;1 de abril de 2025;12.492
9 años;11 Cádiz;Hombres;1 de octubre de 2025;6.447
9 años;11 Cádiz;Hombres;1 de julio de 2025;6.448
9 años;11 Cádiz;Hombres;1 de abril de 2025;6.447
9 años;11 Cádiz;Mujeres;1 de octubre de 2025;6.062
9 años;11 Cádiz;Mujeres;1 de julio de 2025;6.051
9 años;11 Cádiz;Mujeres;1 de abril de 2025;6.045
9 años;39 Cantabria;Total;1 de octubre de 2025;4.979
9 años;39 Cantabria;Total;1 de julio de 2025;4.975
9 años;39 Cantabria;Total;1 de abril de 2025;4.992
9 años;39 Cantabria;Hombres;1 de octubre de 2025;2.532
9 años;39 Cantabria;Hombres;1 de julio de 2025;2.506
9 años;39 Cantabria;Hombres;1 de abril de 2025;2.496
9 años;39 Cantabria;Mujeres;1 de octubre de 2025;2.447
9 años;39 Cantabria;Mujeres;1 de julio de 2025;2.469
9 años;39 Cantabria;Mujeres;1 de abril de 2025;2.496
9 años;12 Castellón/Castelló;Total;1 de octubre de 2025;6.249
9 años;12 Castellón/Castelló;Total;1 de julio de 2025;6.187
9 años;12 Castellón/Castelló;Total;1 de abril de 2025;6.124
9 años;12 Castellón/Castelló;Hombres;1 de octubre de 2025;3.185
9 años;12 Castellón/Castelló;Hombres;1 de julio de 2025;3.172
9 años;12 Castellón/Castelló;Hombres;1 de abril de 2025;3.158
9 años;12 Castellón/Castelló;Mujeres;1 de octubre de 2025;3.064
9 años;12 Castellón/Castelló;Mujeres;1 de julio de 2025;3.015
9 años;12 Castellón/Castelló;Mujeres;1 de abril de 2025;2.966
9 años;13 Ciudad Real;Total;1 de octubre de 2025;4.621
9 años;13 Ciudad Real;Total;1 de julio de 2025;4.606
9 años;13 Ciudad Real;Total;1 de abril de 2025;4.595
9 años;13 Ciudad Real;Hombres;1 de octubre de 2025;2.365
9 años;13 Ciudad Real;Hombres;1 de julio de 2025;2.335
9 años;13 Ciudad Real;Hombres;1 de abril de 2025;2.312
9 años;13 Ciudad Real;Mujeres;1 de octubre de 2025;2.256
9 años;13 Ciudad Real;Mujeres;1 de julio de 2025;2.271
9 años;13 Ciudad Real;Mujeres;1 de abril de 2025;2.283
9 años;14 Córdoba;Total;1 de octubre de 2025;7.148
9 años;14 Córdoba;Total;1 de julio de 2025;7.191
9 años;14 Córdoba;Total;1 de abril de 2025;7.234
9 años;14 Córdoba;Hombres;1 de octubre de 2025;3.634
9 años;14 Córdoba;Hombres;1 de julio de 2025;3.648
9 años;14 Córdoba;Hombres;1 de abril de 2025;3.663
9 años;14 Córdoba;Mujeres;1 de octubre de 2025;3.514
9 años;14 Córdoba;Mujeres;1 de julio de 2025;3.543
9 años;14 Córdoba;Mujeres;1 de abril de 2025;3.571
9 años;15 Coruña, A;Total;1 de octubre de 2025;9.471
9 años;15 Coruña, A;Total;1 de julio de 2025;9.434
9 años;15 Coruña, A;Total;1 de abril de 2025;9.415
9 años;15 Coruña, A;Hombres;1 de octubre de 2025;4.783
9 años;15 Coruña, A;Hombres;1 de julio de 2025;4.791
9 años;15 Coruña, A;Hombres;1 de abril de 2025;4.797
9 años;15 Coruña, A;Mujeres;1 de octubre de 2025;4.688
9 años;15 Coruña, A;Mujeres;1 de julio de 2025;4.643
9 años;15 Coruña, A;Mujeres;1 de abril de 2025;4.618
9 años;16 Cuenca;Total;1 de octubre de 2025;1.709
9 años;16 Cuenca;Total;1 de julio de 2025;1.709
9 años;16 Cuenca;Total;1 de abril de 2025;1.703
9 años;16 Cuenca;Hombres;1 de octubre de 2025;874
9 años;16 Cuenca;Hombres;1 de julio de 2025;866
9 años;16 Cuenca;Hombres;1 de abril de 2025;852
9 años;16 Cuenca;Mujeres;1 de octubre de 2025;835
9 años;16 Cuenca;Mujeres;1 de julio de 2025;843
9 años;16 Cuenca;Mujeres;1 de abril de 2025;851
9 años;20 Gipuzkoa;Total;1 de octubre de 2025;6.634
9 años;20 Gipuzkoa;Total;1 de julio de 2025;6.679
9 años;20 Gipuzkoa;Total;1 de abril de 2025;6.730
9 años;20 Gipuzkoa;Hombres;1 de octubre de 2025;3.373
9 años;20 Gipuzkoa;Hombres;1 de julio de 2025;3.387
9 años;20 Gipuzkoa;Hombres;1 de abril de 2025;3.397
9 años;20 Gipuzkoa;Mujeres;1 de octubre de 2025;3.261
9 años;20 Gipuzkoa;Mujeres;1 de julio de 2025;3.292
9 años;20 Gipuzkoa;Mujeres;1 de abril de 2025;3.333
9 años;17 Girona;Total;1 de octubre de 2025;8.480
9 años;17 Girona;Total;1 de julio de 2025;8.564
9 años;17 Girona;Total;1 de abril de 2025;8.640
9 años;17 Girona;Hombres;1 de octubre de 2025;4.362
9 años;17 Girona;Hombres;1 de julio de 2025;4.427
9 años;17 Girona;Hombres;1 de abril de 2025;4.484
9 años;17 Girona;Mujeres;1 de octubre de 2025;4.118
9 años;17 Girona;Mujeres;1 de julio de 2025;4.137
9 años;17 Girona;Mujeres;1 de abril de 2025;4.156
9 años;18 Granada;Total;1 de octubre de 2025;9.340
9 años;18 Granada;Total;1 de julio de 2025;9.330
9 años;18 Granada;Total;1 de abril de 2025;9.284
9 años;18 Granada;Hombres;1 de octubre de 2025;4.862
9 años;18 Granada;Hombres;1 de julio de 2025;4.846
9 años;18 Granada;Hombres;1 de abril de 2025;4.811
9 años;18 Granada;Mujeres;1 de octubre de 2025;4.478
9 años;18 Granada;Mujeres;1 de julio de 2025;4.484
9 años;18 Granada;Mujeres;1 de abril de 2025;4.473
9 años;19 Guadalajara;Total;1 de octubre de 2025;3.081
9 años;19 Guadalajara;Total;1 de julio de 2025;3.085
9 años;19 Guadalajara;Total;1 de abril de 2025;3.099
9 años;19 Guadalajara;Hombres;1 de octubre de 2025;1.562
9 años;19 Guadalajara;Hombres;1 de julio de 2025;1.564
9 años;19 Guadalajara;Hombres;1 de abril de 2025;1.570
9 años;19 Guadalajara;Mujeres;1 de octubre de 2025;1.519
9 años;19 Guadalajara;Mujeres;1 de julio de 2025;1.521
9 años;19 Guadalajara;Mujeres;1 de abril de 2025;1.529
9 años;21 Huelva;Total;1 de octubre de 2025;5.085
9 años;21 Huelva;Total;1 de julio de 2025;5.141
9 años;21 Huelva;Total;1 de abril de 2025;5.184
9 años;21 Huelva;Hombres;1 de octubre de 2025;2.624
9 años;21 Huelva;Hombres;1 de julio de 2025;2.652
9 años;21 Huelva;Hombres;1 de abril de 2025;2.667
9 años;21 Huelva;Mujeres;1 de octubre de 2025;2.461
9 años;21 Huelva;Mujeres;1 de julio de 2025;2.489
9 años;21 Huelva;Mujeres;1 de abril de 2025;2.517
9 años;22 Huesca;Total;1 de octubre de 2025;2.113
9 años;22 Huesca;Total;1 de julio de 2025;2.152
9 años;22 Huesca;Total;1 de abril de 2025;2.194
9 años;22 Huesca;Hombres;1 de octubre de 2025;1.107
9 años;22 Huesca;Hombres;1 de julio de 2025;1.120
9 años;22 Huesca;Hombres;1 de abril de 2025;1.136
9 años;22 Huesca;Mujeres;1 de octubre de 2025;1.006
9 años;22 Huesca;Mujeres;1 de julio de 2025;1.032
9 años;22 Huesca;Mujeres;1 de abril de 2025;1.058
9 años;23 Jaén;Total;1 de octubre de 2025;5.605
9 años;23 Jaén;Total;1 de julio de 2025;5.592
9 años;23 Jaén;Total;1 de abril de 2025;5.584
9 años;23 Jaén;Hombres;1 de octubre de 2025;2.942
9 años;23 Jaén;Hombres;1 de julio de 2025;2.912
9 años;23 Jaén;Hombres;1 de abril de 2025;2.887
9 años;23 Jaén;Mujeres;1 de octubre de 2025;2.663
9 años;23 Jaén;Mujeres;1 de julio de 2025;2.680
9 años;23 Jaén;Mujeres;1 de abril de 2025;2.697
9 años;24 León;Total;1 de octubre de 2025;3.189
9 años;24 León;Total;1 de julio de 2025;3.235
9 años;24 León;Total;1 de abril de 2025;3.272
9 años;24 León;Hombres;1 de octubre de 2025;1.659
9 años;24 León;Hombres;1 de julio de 2025;1.687
9 años;24 León;Hombres;1 de abril de 2025;1.712
9 años;24 León;Mujeres;1 de octubre de 2025;1.530
9 años;24 León;Mujeres;1 de julio de 2025;1.548
9 años;24 León;Mujeres;1 de abril de 2025;1.560
9 años;25 Lleida;Total;1 de octubre de 2025;4.484
9 años;25 Lleida;Total;1 de julio de 2025;4.523
9 años;25 Lleida;Total;1 de abril de 2025;4.538
9 años;25 Lleida;Hombres;1 de octubre de 2025;2.294
9 años;25 Lleida;Hombres;1 de julio de 2025;2.320
9 años;25 Lleida;Hombres;1 de abril de 2025;2.334
9 años;25 Lleida;Mujeres;1 de octubre de 2025;2.190
9 años;25 Lleida;Mujeres;1 de julio de 2025;2.203
9 años;25 Lleida;Mujeres;1 de abril de 2025;2.204
9 años;27 Lugo;Total;1 de octubre de 2025;2.429
9 años;27 Lugo;Total;1 de julio de 2025;2.418
9 años;27 Lugo;Total;1 de abril de 2025;2.409
9 años;27 Lugo;Hombres;1 de octubre de 2025;1.228
9 años;27 Lugo;Hombres;1 de julio de 2025;1.232
9 años;27 Lugo;Hombres;1 de abril de 2025;1.239
9 años;27 Lugo;Mujeres;1 de octubre de 2025;1.201
9 años;27 Lugo;Mujeres;1 de julio de 2025;1.186
9 años;27 Lugo;Mujeres;1 de abril de 2025;1.170
9 años;28 Madrid;Total;1 de octubre de 2025;68.507
9 años;28 Madrid;Total;1 de julio de 2025;68.943
9 años;28 Madrid;Total;1 de abril de 2025;69.456
9 años;28 Madrid;Hombres;1 de octubre de 2025;35.123
9 años;28 Madrid;Hombres;1 de julio de 2025;35.310
9 años;28 Madrid;Hombres;1 de abril de 2025;35.566
9 años;28 Madrid;Mujeres;1 de octubre de 2025;33.384
9 años;28 Madrid;Mujeres;1 de julio de 2025;33.633
9 años;28 Madrid;Mujeres;1 de abril de 2025;33.890
9 años;29 Málaga;Total;1 de octubre de 2025;17.862
9 años;29 Málaga;Total;1 de julio de 2025;17.921
9 años;29 Málaga;Total;1 de abril de 2025;17.974
9 años;29 Málaga;Hombres;1 de octubre de 2025;9.225
9 años;29 Málaga;Hombres;1 de julio de 2025;9.253
9 años;29 Málaga;Hombres;1 de abril de 2025;9.280
9 años;29 Málaga;Mujeres;1 de octubre de 2025;8.637
9 años;29 Málaga;Mujeres;1 de julio de 2025;8.668
9 años;29 Málaga;Mujeres;1 de abril de 2025;8.694
9 años;30 Murcia;Total;1 de octubre de 2025;17.542
9 años;30 Murcia;Total;1 de julio de 2025;17.656
9 años;30 Murcia;Total;1 de abril de 2025;17.739
9 años;30 Murcia;Hombres;1 de octubre de 2025;9.064
9 años;30 Murcia;Hombres;1 de julio de 2025;9.115
9 años;30 Murcia;Hombres;1 de abril de 2025;9.143
9 años;30 Murcia;Mujeres;1 de octubre de 2025;8.478
9 años;30 Murcia;Mujeres;1 de julio de 2025;8.541
9 años;30 Murcia;Mujeres;1 de abril de 2025;8.596
9 años;31 Navarra;Total;1 de octubre de 2025;6.973
9 años;31 Navarra;Total;1 de julio de 2025;7.017
9 años;31 Navarra;Total;1 de abril de 2025;7.068
9 años;31 Navarra;Hombres;1 de octubre de 2025;3.566
9 años;31 Navarra;Hombres;1 de julio de 2025;3.595
9 años;31 Navarra;Hombres;1 de abril de 2025;3.628
9 años;31 Navarra;Mujeres;1 de octubre de 2025;3.407
9 años;31 Navarra;Mujeres;1 de julio de 2025;3.422
9 años;31 Navarra;Mujeres;1 de abril de 2025;3.440
9 años;32 Ourense;Total;1 de octubre de 2025;2.185
9 años;32 Ourense;Total;1 de julio de 2025;2.170
9 años;32 Ourense;Total;1 de abril de 2025;2.168
9 años;32 Ourense;Hombres;1 de octubre de 2025;1.163
9 años;32 Ourense;Hombres;1 de julio de 2025;1.137
9 años;32 Ourense;Hombres;1 de abril de 2025;1.124
9 años;32 Ourense;Mujeres;1 de octubre de 2025;1.022
9 años;32 Ourense;Mujeres;1 de julio de 2025;1.033
9 años;32 Ourense;Mujeres;1 de abril de 2025;1.044
9 años;34 Palencia;Total;1 de octubre de 2025;1.243
