Edad simple;Provincias;Sexo;Periodo;Total
37 años;38 Santa Cruz de Tenerife;Total;1 de julio de 2025;14.521
37 años;38 Santa Cruz de Tenerife;Total;1 de abril de 2025;14.455
37 años;38 Santa Cruz de Tenerife;Hombres;1 de octubre de 2025;7.201
37 años;38 Santa Cruz de Tenerife;Hombres;1 de julio de 2025;7.185
37 años;38 Santa Cruz de Tenerife;Hombres;1 de abril de 2025;7.170
37 años;38 Santa Cruz de Tenerife;Mujeres;1 de octubre de 2025;7.372
37 años;38 Santa Cruz de Tenerife;Mujeres;1 de julio de 2025;7.336
37 años;38 Santa Cruz de Tenerife;Mujeres;1 de abril de 2025;7.285
37 años;40 Segovia;Total;1 de octubre de 2025;1.794
37 años;40 Segovia;Total;1 de julio de 2025;1.755
37 años;40 Segovia;Total;1 de abril de 2025;1.711
37 años;40 Segovia;Hombres;1 de octubre de 2025;902
37 años;40 Segovia;Hombres;1 de julio de 2025;893
37 años;40 Segovia;Hombres;1 de abril de 2025;880
37 años;40 Segovia;Mujeres;1 de octubre de 2025;892
37 años;40 Segovia;Mujeres;1 de julio de 2025;862
37 años;40 Segovia;Mujeres;1 de abril de 2025;831
37 años;41 Sevilla;Total;1 de octubre de 2025;23.975
37 años;41 Sevilla;Total;1 de julio de 2025;24.056
37 años;41 Sevilla;Total;1 de abril de 2025;24.063
37 años;41 Sevilla;Hombres;1 de octubre de 2025;11.875
37 años;41 Sevilla;Hombres;1 de julio de 2025;11.917
37 años;41 Sevilla;Hombres;1 de abril de 2025;11.929
37 años;41 Sevilla;Mujeres;1 de octubre de 2025;12.100
37 años;41 Sevilla;Mujeres;1 de julio de 2025;12.139
37 años;41 Sevilla;Mujeres;1 de abril de 2025;12.134
37 años;42 Soria;Total;1 de octubre de 2025;974
37 años;42 Soria;Total;1 de julio de 2025;970
37 años;42 Soria;Total;1 de abril de 2025;963
37 años;42 Soria;Hombres;1 de octubre de 2025;513
37 años;42 Soria;Hombres;1 de julio de 2025;514
37 años;42 Soria;Hombres;1 de abril de 2025;513
37 años;42 Soria;Mujeres;1 de octubre de 2025;461
37 años;42 Soria;Mujeres;1 de julio de 2025;456
37 años;42 Soria;Mujeres;1 de abril de 2025;450
37 años;43 Tarragona;Total;1 de octubre de 2025;10.922
37 años;43 Tarragona;Total;1 de julio de 2025;10.901
37 años;43 Tarragona;Total;1 de abril de 2025;10.858
37 años;43 Tarragona;Hombres;1 de octubre de 2025;5.520
37 años;43 Tarragona;Hombres;1 de julio de 2025;5.514
37 años;43 Tarragona;Hombres;1 de abril de 2025;5.491
37 años;43 Tarragona;Mujeres;1 de octubre de 2025;5.402
37 años;43 Tarragona;Mujeres;1 de julio de 2025;5.387
37 años;43 Tarragona;Mujeres;1 de abril de 2025;5.367
37 años;44 Teruel;Total;1 de octubre de 2025;1.604
37 años;44 Teruel;Total;1 de julio de 2025;1.608
37 años;44 Teruel;Total;1 de abril de 2025;1.617
37 años;44 Teruel;Hombres;1 de octubre de 2025;843
37 años;44 Teruel;Hombres;1 de julio de 2025;844
37 años;44 Teruel;Hombres;1 de abril de 2025;850
37 años;44 Teruel;Mujeres;1 de octubre de 2025;761
37 años;44 Teruel;Mujeres;1 de julio de 2025;764
37 años;44 Teruel;Mujeres;1 de abril de 2025;767
37 años;45 Toledo;Total;1 de octubre de 2025;9.619
37 años;45 Toledo;Total;1 de julio de 2025;9.606
37 años;45 Toledo;Total;1 de abril de 2025;9.565
37 años;45 Toledo;Hombres;1 de octubre de 2025;4.899
37 años;45 Toledo;Hombres;1 de julio de 2025;4.861
37 años;45 Toledo;Hombres;1 de abril de 2025;4.805
37 años;45 Toledo;Mujeres;1 de octubre de 2025;4.720
37 años;45 Toledo;Mujeres;1 de julio de 2025;4.745
37 años;45 Toledo;Mujeres;1 de abril de 2025;4.760
37 años;46 Valencia/València;Total;1 de octubre de 2025;34.634
37 años;46 Valencia/València;Total;1 de julio de 2025;34.466
37 años;46 Valencia/València;Total;1 de abril de 2025;34.135
37 años;46 Valencia/València;Hombres;1 de octubre de 2025;17.513
37 años;46 Valencia/València;Hombres;1 de julio de 2025;17.445
37 años;46 Valencia/València;Hombres;1 de abril de 2025;17.255
37 años;46 Valencia/València;Mujeres;1 de octubre de 2025;17.121
37 años;46 Valencia/València;Mujeres;1 de julio de 2025;17.021
37 años;46 Valencia/València;Mujeres;1 de abril de 2025;16.880
37 años;47 Valladolid;Total;1 de octubre de 2025;5.501
37 años;47 Valladolid;Total;1 de julio de 2025;5.522
37 años;47 Valladolid;Total;1 de abril de 2025;5.558
37 años;47 Valladolid;Hombres;1 de octubre de 2025;2.781
37 años;47 Valladolid;Hombres;1 de julio de 2025;2.785
37 años;47 Valladolid;Hombres;1 de abril de 2025;2.784
37 años;47 Valladolid;Mujeres;1 de octubre de 2025;2.720
37 años;47 Valladolid;Mujeres;1 de julio de 2025;2.737
37 años;47 Valladolid;Mujeres;1 de abril de 2025;2.774
37 años;49 Zamora;Total;1 de octubre de 2025;1.643
37 años;49 Zamora;Total;1 de julio de 2025;1.654
37 años;49 Zamora;Total;1 de abril de 2025;1.653
37 años;49 Zamora;Hombres;1 de octubre de 2025;863
37 años;49 Zamora;Hombres;1 de julio de 2025;863
37 años;49 Zamora;Hombres;1 de abril de 2025;852
37 años;49 Zamora;Mujeres;1 de octubre de 2025;780
37 años;49 Zamora;Mujeres;1 de julio de 2025;791
37 años;49 Zamora;Mujeres;1 de abril de 2025;801
37 años;50 Zaragoza;Total;1 de octubre de 2025;11.774
37 años;50 Zaragoza;Total;1 de julio de 2025;11.735
37 años;50 Zaragoza;Total;1 de abril de 2025;11.516
37 años;50 Zaragoza;Hombres;1 de octubre de 2025;5.923
37 años;50 Zaragoza;Hombres;1 de julio de 2025;5.887
37 años;50 Zaragoza;Hombres;1 de abril de 2025;5.772
37 años;50 Zaragoza;Mujeres;1 de octubre de 2025;5.851
37 años;50 Zaragoza;Mujeres;1 de julio de 2025;5.848
37 años;50 Zaragoza;Mujeres;1 de abril de 2025;5.744
37 años;51 Ceuta;Total;1 de octubre de 2025;1.110
37 años;51 Ceuta;Total;1 de julio de 2025;1.115
37 años;51 Ceuta;Total;1 de abril de 2025;1.125
37 años;51 Ceuta;Hombres;1 de octubre de 2025;561
37 años;51 Ceuta;Hombres;1 de julio de 2025;571
37 años;51 Ceuta;Hombres;1 de abril de 2025;576
37 años;51 Ceuta;Mujeres;1 de octubre de 2025;549
37 años;51 Ceuta;Mujeres;1 de julio de 2025;544
37 años;51 Ceuta;Mujeres;1 de abril de 2025;549
37 años;52 Melilla;Total;1 de octubre de 2025;1.118
37 años;52 Melilla;Total;1 de julio de 2025;1.107
37 años;52 Melilla;Total;1 de abril de 2025;1.101
37 años;52 Melilla;Hombres;1 de octubre de 2025;539
37 años;52 Melilla;Hombres;1 de julio de 2025;555
37 años;52 Melilla;Hombres;1 de abril de 2025;570
37 años;52 Melilla;Mujeres;1 de octubre de 2025;579
37 años;52 Melilla;Mujeres;1 de julio de 2025;552
37 años;52 Melilla;Mujeres;1 de abril de 2025;531
38 años;Total Nacional;Total;1 de octubre de 2025;618.910
38 años;Total Nacional;Total;1 de julio de 2025;619.601
38 años;Total Nacional;Total;1 de abril de 2025;619.283
38 años;Total Nacional;Hombres;1 de octubre de 2025;310.015
38 años;Total Nacional;Hombres;1 de julio de 2025;309.913
38 años;Total Nacional;Hombres;1 de abril de 2025;309.224
38 años;Total Nacional;Mujeres;1 de octubre de 2025;308.895
38 años;Total Nacional;Mujeres;1 de julio de 2025;309.688
38 años;Total Nacional;Mujeres;1 de abril de 2025;310.059
38 años;02 Albacete;Total;1 de octubre de 2025;4.967
38 años;02 Albacete;Total;1 de julio de 2025;4.926
38 años;02 Albacete;Total;1 de abril de 2025;4.881
38 años;02 Albacete;Hombres;1 de octubre de 2025;2.582
38 años;02 Albacete;Hombres;1 de julio de 2025;2.557
38 años;02 Albacete;Hombres;1 de abril de 2025;2.520
38 años;02 Albacete;Mujeres;1 de octubre de 2025;2.385
38 años;02 Albacete;Mujeres;1 de julio de 2025;2.369
38 años;02 Albacete;Mujeres;1 de abril de 2025;2.361
38 años;03 Alicante/Alacant;Total;1 de octubre de 2025;26.320
38 años;03 Alicante/Alacant;Total;1 de julio de 2025;26.275
38 años;03 Alicante/Alacant;Total;1 de abril de 2025;26.168
38 años;03 Alicante/Alacant;Hombres;1 de octubre de 2025;13.098
38 años;03 Alicante/Alacant;Hombres;1 de julio de 2025;13.102
38 años;03 Alicante/Alacant;Hombres;1 de abril de 2025;13.028
38 años;03 Alicante/Alacant;Mujeres;1 de octubre de 2025;13.222
38 años;03 Alicante/Alacant;Mujeres;1 de julio de 2025;13.173
38 años;03 Alicante/Alacant;Mujeres;1 de abril de 2025;13.140
38 años;04 Almería;Total;1 de octubre de 2025;11.124
38 años;04 Almería;Total;1 de julio de 2025;11.082
38 años;04 Almería;Total;1 de abril de 2025;11.006
38 años;04 Almería;Hombres;1 de octubre de 2025;5.875
38 años;04 Almería;Hombres;1 de julio de 2025;5.854
38 años;04 Almería;Hombres;1 de abril de 2025;5.813
38 años;04 Almería;Mujeres;1 de octubre de 2025;5.249
38 años;04 Almería;Mujeres;1 de julio de 2025;5.228
38 años;04 Almería;Mujeres;1 de abril de 2025;5.193
38 años;01 Araba/Álava;Total;1 de octubre de 2025;3.903
38 años;01 Araba/Álava;Total;1 de julio de 2025;3.932
38 años;01 Araba/Álava;Total;1 de abril de 2025;3.966
38 años;01 Araba/Álava;Hombres;1 de octubre de 2025;1.983
38 años;01 Araba/Álava;Hombres;1 de julio de 2025;1.990
38 años;01 Araba/Álava;Hombres;1 de abril de 2025;1.999
38 años;01 Araba/Álava;Mujeres;1 de octubre de 2025;1.920
38 años;01 Araba/Álava;Mujeres;1 de julio de 2025;1.942
38 años;01 Araba/Álava;Mujeres;1 de abril de 2025;1.967
38 años;33 Asturias;Total;1 de octubre de 2025;11.045
38 años;33 Asturias;Total;1 de julio de 2025;11.110
38 años;33 Asturias;Total;1 de abril de 2025;11.226
38 años;33 Asturias;Hombres;1 de octubre de 2025;5.459
38 años;33 Asturias;Hombres;1 de julio de 2025;5.504
38 años;33 Asturias;Hombres;1 de abril de 2025;5.567
38 años;33 Asturias;Mujeres;1 de octubre de 2025;5.586
38 años;33 Asturias;Mujeres;1 de julio de 2025;5.606
38 años;33 Asturias;Mujeres;1 de abril de 2025;5.659
38 años;05 Ávila;Total;1 de octubre de 2025;1.793
38 años;05 Ávila;Total;1 de julio de 2025;1.799
38 años;05 Ávila;Total;1 de abril de 2025;1.800
38 años;05 Ávila;Hombres;1 de octubre de 2025;885
38 años;05 Ávila;Hombres;1 de julio de 2025;895
38 años;05 Ávila;Hombres;1 de abril de 2025;904
38 años;05 Ávila;Mujeres;1 de octubre de 2025;908
38 años;05 Ávila;Mujeres;1 de julio de 2025;904
38 años;05 Ávila;Mujeres;1 de abril de 2025;896
38 años;06 Badajoz;Total;1 de octubre de 2025;8.312
38 años;06 Badajoz;Total;1 de julio de 2025;8.292
38 años;06 Badajoz;Total;1 de abril de 2025;8.268
38 años;06 Badajoz;Hombres;1 de octubre de 2025;4.252
38 años;06 Badajoz;Hombres;1 de julio de 2025;4.240
38 años;06 Badajoz;Hombres;1 de abril de 2025;4.241
38 años;06 Badajoz;Mujeres;1 de octubre de 2025;4.060
38 años;06 Badajoz;Mujeres;1 de julio de 2025;4.052
38 años;06 Badajoz;Mujeres;1 de abril de 2025;4.027
38 años;07 Balears, Illes;Total;1 de octubre de 2025;18.327
38 años;07 Balears, Illes;Total;1 de julio de 2025;18.356
38 años;07 Balears, Illes;Total;1 de abril de 2025;18.275
38 años;07 Balears, Illes;Hombres;1 de octubre de 2025;9.196
38 años;07 Balears, Illes;Hombres;1 de julio de 2025;9.227
38 años;07 Balears, Illes;Hombres;1 de abril de 2025;9.186
38 años;07 Balears, Illes;Mujeres;1 de octubre de 2025;9.131
38 años;07 Balears, Illes;Mujeres;1 de julio de 2025;9.129
38 años;07 Balears, Illes;Mujeres;1 de abril de 2025;9.089
38 años;08 Barcelona;Total;1 de octubre de 2025;78.452
38 años;08 Barcelona;Total;1 de julio de 2025;78.213
38 años;08 Barcelona;Total;1 de abril de 2025;78.007
38 años;08 Barcelona;Hombres;1 de octubre de 2025;39.731
38 años;08 Barcelona;Hombres;1 de julio de 2025;39.442
38 años;08 Barcelona;Hombres;1 de abril de 2025;39.195
38 años;08 Barcelona;Mujeres;1 de octubre de 2025;38.721
38 años;08 Barcelona;Mujeres;1 de julio de 2025;38.771
38 años;08 Barcelona;Mujeres;1 de abril de 2025;38.812
38 años;48 Bizkaia;Total;1 de octubre de 2025;13.052
38 años;48 Bizkaia;Total;1 de julio de 2025;13.120
38 años;48 Bizkaia;Total;1 de abril de 2025;13.184
38 años;48 Bizkaia;Hombres;1 de octubre de 2025;6.503
38 años;48 Bizkaia;Hombres;1 de julio de 2025;6.572
38 años;48 Bizkaia;Hombres;1 de abril de 2025;6.634
38 años;48 Bizkaia;Mujeres;1 de octubre de 2025;6.549
38 años;48 Bizkaia;Mujeres;1 de julio de 2025;6.548
38 años;48 Bizkaia;Mujeres;1 de abril de 2025;6.550
38 años;09 Burgos;Total;1 de octubre de 2025;4.080
38 años;09 Burgos;Total;1 de julio de 2025;4.113
38 años;09 Burgos;Total;1 de abril de 2025;4.136
38 años;09 Burgos;Hombres;1 de octubre de 2025;2.081
38 años;09 Burgos;Hombres;1 de julio de 2025;2.103
38 años;09 Burgos;Hombres;1 de abril de 2025;2.122
38 años;09 Burgos;Mujeres;1 de octubre de 2025;1.999
38 años;09 Burgos;Mujeres;1 de julio de 2025;2.010
38 años;09 Burgos;Mujeres;1 de abril de 2025;2.014
38 años;10 Cáceres;Total;1 de octubre de 2025;4.544
38 años;10 Cáceres;Total;1 de julio de 2025;4.582
38 años;10 Cáceres;Total;1 de abril de 2025;4.596
38 años;10 Cáceres;Hombres;1 de octubre de 2025;2.317
38 años;10 Cáceres;Hombres;1 de julio de 2025;2.337
38 años;10 Cáceres;Hombres;1 de abril de 2025;2.346
38 años;10 Cáceres;Mujeres;1 de octubre de 2025;2.227
38 años;10 Cáceres;Mujeres;1 de julio de 2025;2.245
38 años;10 Cáceres;Mujeres;1 de abril de 2025;2.250
38 años;11 Cádiz;Total;1 de octubre de 2025;15.910
38 años;11 Cádiz;Total;1 de julio de 2025;15.908
38 años;11 Cádiz;Total;1 de abril de 2025;15.957
38 años;11 Cádiz;Hombres;1 de octubre de 2025;7.917
38 años;11 Cádiz;Hombres;1 de julio de 2025;7.916
38 años;11 Cádiz;Hombres;1 de abril de 2025;7.939
38 años;11 Cádiz;Mujeres;1 de octubre de 2025;7.993
38 años;11 Cádiz;Mujeres;1 de julio de 2025;7.992
38 años;11 Cádiz;Mujeres;1 de abril de 2025;8.018
38 años;39 Cantabria;Total;1 de octubre de 2025;6.704
38 años;39 Cantabria;Total;1 de julio de 2025;6.748
38 años;39 Cantabria;Total;1 de abril de 2025;6.794
38 años;39 Cantabria;Hombres;1 de octubre de 2025;3.355
38 años;39 Cantabria;Hombres;1 de julio de 2025;3.368
38 años;39 Cantabria;Hombres;1 de abril de 2025;3.383
38 años;39 Cantabria;Mujeres;1 de octubre de 2025;3.349
38 años;39 Cantabria;Mujeres;1 de julio de 2025;3.380
38 años;39 Cantabria;Mujeres;1 de abril de 2025;3.411
38 años;12 Castellón/Castelló;Total;1 de octubre de 2025;7.909
38 años;12 Castellón/Castelló;Total;1 de julio de 2025;7.825
38 años;12 Castellón/Castelló;Total;1 de abril de 2025;7.738
38 años;12 Castellón/Castelló;Hombres;1 de octubre de 2025;3.987
38 años;12 Castellón/Castelló;Hombres;1 de julio de 2025;3.963
38 años;12 Castellón/Castelló;Hombres;1 de abril de 2025;3.932
38 años;12 Castellón/Castelló;Mujeres;1 de octubre de 2025;3.922
38 años;12 Castellón/Castelló;Mujeres;1 de julio de 2025;3.862
38 años;12 Castellón/Castelló;Mujeres;1 de abril de 2025;3.806
38 años;13 Ciudad Real;Total;1 de octubre de 2025;6.176
38 años;13 Ciudad Real;Total;1 de julio de 2025;6.155
38 años;13 Ciudad Real;Total;1 de abril de 2025;6.153
38 años;13 Ciudad Real;Hombres;1 de octubre de 2025;3.156
38 años;13 Ciudad Real;Hombres;1 de julio de 2025;3.155
38 años;13 Ciudad Real;Hombres;1 de abril de 2025;3.162
38 años;13 Ciudad Real;Mujeres;1 de octubre de 2025;3.020
38 años;13 Ciudad Real;Mujeres;1 de julio de 2025;3.000
38 años;13 Ciudad Real;Mujeres;1 de abril de 2025;2.991
38 años;14 Córdoba;Total;1 de octubre de 2025;9.194
38 años;14 Córdoba;Total;1 de julio de 2025;9.264
38 años;14 Córdoba;Total;1 de abril de 2025;9.335
38 años;14 Córdoba;Hombres;1 de octubre de 2025;4.605
38 años;14 Córdoba;Hombres;1 de julio de 2025;4.635
38 años;14 Córdoba;Hombres;1 de abril de 2025;4.674
38 años;14 Córdoba;Mujeres;1 de octubre de 2025;4.589
38 años;14 Córdoba;Mujeres;1 de julio de 2025;4.629
38 años;14 Córdoba;Mujeres;1 de abril de 2025;4.661
38 años;15 Coruña, A;Total;1 de octubre de 2025;12.887
38 años;15 Coruña, A;Total;1 de julio de 2025;12.854
38 años;15 Coruña, A;Total;1 de abril de 2025;12.835
38 años;15 Coruña, A;Hombres;1 de octubre de 2025;6.463
38 años;15 Coruña, A;Hombres;1 de julio de 2025;6.428
38 años;15 Coruña, A;Hombres;1 de abril de 2025;6.394
38 años;15 Coruña, A;Mujeres;1 de octubre de 2025;6.424
38 años;15 Coruña, A;Mujeres;1 de julio de 2025;6.426
38 años;15 Coruña, A;Mujeres;1 de abril de 2025;6.441
38 años;16 Cuenca;Total;1 de octubre de 2025;2.483
38 años;16 Cuenca;Total;1 de julio de 2025;2.501
38 años;16 Cuenca;Total;1 de abril de 2025;2.510
38 años;16 Cuenca;Hombres;1 de octubre de 2025;1.325
38 años;16 Cuenca;Hombres;1 de julio de 2025;1.328
38 años;16 Cuenca;Hombres;1 de abril de 2025;1.328
38 años;16 Cuenca;Mujeres;1 de octubre de 2025;1.158
38 años;16 Cuenca;Mujeres;1 de julio de 2025;1.173
38 años;16 Cuenca;Mujeres;1 de abril de 2025;1.182
38 años;20 Gipuzkoa;Total;1 de octubre de 2025;7.840
38 años;20 Gipuzkoa;Total;1 de julio de 2025;7.933
38 años;20 Gipuzkoa;Total;1 de abril de 2025;8.042
38 años;20 Gipuzkoa;Hombres;1 de octubre de 2025;3.964
38 años;20 Gipuzkoa;Hombres;1 de julio de 2025;3.997
38 años;20 Gipuzkoa;Hombres;1 de abril de 2025;4.046
38 años;20 Gipuzkoa;Mujeres;1 de octubre de 2025;3.876
38 años;20 Gipuzkoa;Mujeres;1 de julio de 2025;3.936
38 años;20 Gipuzkoa;Mujeres;1 de abril de 2025;3.996
38 años;17 Girona;Total;1 de octubre de 2025;10.575
38 años;17 Girona;Total;1 de julio de 2025;10.555
38 años;17 Girona;Total;1 de abril de 2025;10.514
38 años;17 Girona;Hombres;1 de octubre de 2025;5.325
38 años;17 Girona;Hombres;1 de julio de 2025;5.269
38 años;17 Girona;Hombres;1 de abril de 2025;5.216
38 años;17 Girona;Mujeres;1 de octubre de 2025;5.250
38 años;17 Girona;Mujeres;1 de julio de 2025;5.286
38 años;17 Girona;Mujeres;1 de abril de 2025;5.298
38 años;18 Granada;Total;1 de octubre de 2025;12.049
38 años;18 Granada;Total;1 de julio de 2025;12.032
38 años;18 Granada;Total;1 de abril de 2025;12.005
38 años;18 Granada;Hombres;1 de octubre de 2025;6.052
38 años;18 Granada;Hombres;1 de julio de 2025;6.040
38 años;18 Granada;Hombres;1 de abril de 2025;6.027
38 años;18 Granada;Mujeres;1 de octubre de 2025;5.997
38 años;18 Granada;Mujeres;1 de julio de 2025;5.992
38 años;18 Granada;Mujeres;1 de abril de 2025;5.978
38 años;19 Guadalajara;Total;1 de octubre de 2025;3.854
38 años;19 Guadalajara;Total;1 de julio de 2025;3.829
38 años;19 Guadalajara;Total;1 de abril de 2025;3.820
38 años;19 Guadalajara;Hombres;1 de octubre de 2025;1.974
38 años;19 Guadalajara;Hombres;1 de julio de 2025;1.980
38 años;19 Guadalajara;Hombres;1 de abril de 2025;1.990
38 años;19 Guadalajara;Mujeres;1 de octubre de 2025;1.880
38 años;19 Guadalajara;Mujeres;1 de julio de 2025;1.849
38 años;19 Guadalajara;Mujeres;1 de abril de 2025;1.830
38 años;21 Huelva;Total;1 de octubre de 2025;7.026
38 años;21 Huelva;Total;1 de julio de 2025;7.102
38 años;21 Huelva;Total;1 de abril de 2025;7.174
38 años;21 Huelva;Hombres;1 de octubre de 2025;3.483
38 años;21 Huelva;Hombres;1 de julio de 2025;3.521
38 años;21 Huelva;Hombres;1 de abril de 2025;3.565
38 años;21 Huelva;Mujeres;1 de octubre de 2025;3.543
38 años;21 Huelva;Mujeres;1 de julio de 2025;3.581
38 años;21 Huelva;Mujeres;1 de abril de 2025;3.609
38 años;22 Huesca;Total;1 de octubre de 2025;2.783
38 años;22 Huesca;Total;1 de julio de 2025;2.788
38 años;22 Huesca;Total;1 de abril de 2025;2.806
38 años;22 Huesca;Hombres;1 de octubre de 2025;1.429
38 años;22 Huesca;Hombres;1 de julio de 2025;1.442
38 años;22 Huesca;Hombres;1 de abril de 2025;1.457
38 años;22 Huesca;Mujeres;1 de octubre de 2025;1.354
38 años;22 Huesca;Mujeres;1 de julio de 2025;1.346
38 años;22 Huesca;Mujeres;1 de abril de 2025;1.349
38 años;23 Jaén;Total;1 de octubre de 2025;7.374
38 años;23 Jaén;Total;1 de julio de 2025;7.430
38 años;23 Jaén;Total;1 de abril de 2025;7.503
38 años;23 Jaén;Hombres;1 de octubre de 2025;3.779
38 años;23 Jaén;Hombres;1 de julio de 2025;3.797
38 años;23 Jaén;Hombres;1 de abril de 2025;3.827
38 años;23 Jaén;Mujeres;1 de octubre de 2025;3.595
38 años;23 Jaén;Mujeres;1 de julio de 2025;3.633
38 años;23 Jaén;Mujeres;1 de abril de 2025;3.676
38 años;24 León;Total;1 de octubre de 2025;4.743
38 años;24 León;Total;1 de julio de 2025;4.797
38 años;24 León;Total;1 de abril de 2025;4.848
38 años;24 León;Hombres;1 de octubre de 2025;2.421
38 años;24 León;Hombres;1 de julio de 2025;2.441
38 años;24 León;Hombres;1 de abril de 2025;2.451
38 años;24 León;Mujeres;1 de octubre de 2025;2.322
38 años;24 León;Mujeres;1 de julio de 2025;2.356
38 años;24 León;Mujeres;1 de abril de 2025;2.397
38 años;25 Lleida;Total;1 de octubre de 2025;5.696
38 años;25 Lleida;Total;1 de julio de 2025;5.696
38 años;25 Lleida;Total;1 de abril de 2025;5.660
38 años;25 Lleida;Hombres;1 de octubre de 2025;3.021
38 años;25 Lleida;Hombres;1 de julio de 2025;2.990
38 años;25 Lleida;Hombres;1 de abril de 2025;2.931
38 años;25 Lleida;Mujeres;1 de octubre de 2025;2.675
38 años;25 Lleida;Mujeres;1 de julio de 2025;2.706
38 años;25 Lleida;Mujeres;1 de abril de 2025;2.729
38 años;27 Lugo;Total;1 de octubre de 2025;3.654
38 años;27 Lugo;Total;1 de julio de 2025;3.647
38 años;27 Lugo;Total;1 de abril de 2025;3.629
38 años;27 Lugo;Hombres;1 de octubre de 2025;1.851
38 años;27 Lugo;Hombres;1 de julio de 2025;1.861
38 años;27 Lugo;Hombres;1 de abril de 2025;1.864
38 años;27 Lugo;Mujeres;1 de octubre de 2025;1.803
38 años;27 Lugo;Mujeres;1 de julio de 2025;1.786
38 años;27 Lugo;Mujeres;1 de abril de 2025;1.765
38 años;28 Madrid;Total;1 de octubre de 2025;94.000
38 años;28 Madrid;Total;1 de julio de 2025;94.274
38 años;28 Madrid;Total;1 de abril de 2025;94.370
38 años;28 Madrid;Hombres;1 de octubre de 2025;46.218
38 años;28 Madrid;Hombres;1 de julio de 2025;46.196
38 años;28 Madrid;Hombres;1 de abril de 2025;46.095
38 años;28 Madrid;Mujeres;1 de octubre de 2025;47.782
38 años;28 Madrid;Mujeres;1 de julio de 2025;48.078
38 años;28 Madrid;Mujeres;1 de abril de 2025;48.275
38 años;29 Málaga;Total;1 de octubre de 2025;23.975
38 años;29 Málaga;Total;1 de julio de 2025;24.182
38 años;29 Málaga;Total;1 de abril de 2025;24.203
38 años;29 Málaga;Hombres;1 de octubre de 2025;11.621
38 años;29 Málaga;Hombres;1 de julio de 2025;11.717
38 años;29 Málaga;Hombres;1 de abril de 2025;11.703
38 años;29 Málaga;Mujeres;1 de octubre de 2025;12.354
38 años;29 Málaga;Mujeres;1 de julio de 2025;12.465
38 años;29 Málaga;Mujeres;1 de abril de 2025;12.500
38 años;30 Murcia;Total;1 de octubre de 2025;20.357
38 años;30 Murcia;Total;1 de julio de 2025;20.278
38 años;30 Murcia;Total;1 de abril de 2025;20.177
38 años;30 Murcia;Hombres;1 de octubre de 2025;10.262
38 años;30 Murcia;Hombres;1 de julio de 2025;10.230
38 años;30 Murcia;Hombres;1 de abril de 2025;10.209
38 años;30 Murcia;Mujeres;1 de octubre de 2025;10.095
38 años;30 Murcia;Mujeres;1 de julio de 2025;10.048
38 años;30 Murcia;Mujeres;1 de abril de 2025;9.968
38 años;31 Navarra;Total;1 de octubre de 2025;7.871
38 años;31 Navarra;Total;1 de julio de 2025;7.925
38 años;31 Navarra;Total;1 de abril de 2025;7.990
38 años;31 Navarra;Hombres;1 de octubre de 2025;3.973
38 años;31 Navarra;Hombres;1 de julio de 2025;4.015
38 años;31 Navarra;Hombres;1 de abril de 2025;4.055
38 años;31 Navarra;Mujeres;1 de octubre de 2025;3.898
38 años;31 Navarra;Mujeres;1 de julio de 2025;3.910
38 años;31 Navarra;Mujeres;1 de abril de 2025;3.935
38 años;32 Ourense;Total;1 de octubre de 2025;3.257
38 años;32 Ourense;Total;1 de julio de 2025;3.252
38 años;32 Ourense;Total;1 de abril de 2025;3.256
38 años;32 Ourense;Hombres;1 de octubre de 2025;1.632
38 años;32 Ourense;Hombres;1 de julio de 2025;1.617
38 años;32 Ourense;Hombres;1 de abril de 2025;1.609
38 años;32 Ourense;Mujeres;1 de octubre de 2025;1.625
38 años;32 Ourense;Mujeres;1 de julio de 2025;1.635
38 años;32 Ourense;Mujeres;1 de abril de 2025;1.647
38 años;34 Palencia;Total;1 de octubre de 2025;1.794
38 años;34 Palencia;Total;1 de julio de 2025;1.801
38 años;34 Palencia;Total;1 de abril de 2025;1.804
38 años;34 Palencia;Hombres;1 de octubre de 2025;923
38 años;34 Palencia;Hombres;1 de julio de 2025;926
38 años;34 Palencia;Hombres;1 de abril de 2025;923
38 años;34 Palencia;Mujeres;1 de octubre de 2025;871
38 años;34 Palencia;Mujeres;1 de julio de 2025;875
38 años;34 Palencia;Mujeres;1 de abril de 2025;881
38 años;35 Palmas, Las;Total;1 de octubre de 2025;16.032
38 años;35 Palmas, Las;Total;1 de julio de 2025;15.991
38 años;35 Palmas, Las;Total;1 de abril de 2025;15.927
38 años;35 Palmas, Las;Hombres;1 de octubre de 2025;7.913
38 años;35 Palmas, Las;Hombres;1 de julio de 2025;7.905
38 años;35 Palmas, Las;Hombres;1 de abril de 2025;7.896
38 años;35 Palmas, Las;Mujeres;1 de octubre de 2025;8.119
38 años;35 Palmas, Las;Mujeres;1 de julio de 2025;8.086
38 años;35 Palmas, Las;Mujeres;1 de abril de 2025;8.031
38 años;36 Pontevedra;Total;1 de octubre de 2025;10.845
38 años;36 Pontevedra;Total;1 de julio de 2025;10.862
38 años;36 Pontevedra;Total;1 de abril de 2025;10.894
38 años;36 Pontevedra;Hombres;1 de octubre de 2025;5.347
38 años;36 Pontevedra;Hombres;1 de julio de 2025;5.350
